SEMESTER,UT DAY,UT START TIME,UT END TIME,MJD START TIME,MJD END TIME,PROGRAM,OBSERVER
2004B,01-08,09:59:00.000,16:00:00.000,53378.415972222225,53378.666666666664,093,Turnshek
2004B,01-09,04:00:00.000,09:59:00.000,53379.166666666664,53379.415972222225,045,Bus
2004B,01-09,09:59:00.000,16:00:00.000,53379.415972222225,53379.666666666664,093,Turnshek
2004B,01-10,04:00:00.000,16:00:00.000,53380.166666666664,53380.666666666664,040,Richter
2004B,01-11,04:00:00.000,16:00:00.000,53381.166666666664,53381.666666666664,103,Trafton
2004B,01-11,16:00:00.000,20:00:00.000,53381.666666666664,53381.833333333336,028,Roe
2004B,01-12,04:00:00.000,16:00:00.000,53382.166666666664,53382.666666666664,040,Richter
2004B,01-12,16:00:00.000,20:00:00.000,53382.666666666664,53382.833333333336,028,Roe
2004B,01-13,04:00:00.000,16:00:00.000,53383.166666666664,53383.666666666664,027,Roe
2004B,01-13,16:00:00.000,20:00:00.000,53383.666666666664,53383.833333333336,028,Roe
2004B,01-14,04:00:00.000,16:00:00.000,53384.166666666664,53384.666666666664,007,Harper
2004B,01-15,04:00:00.000,16:00:00.000,53385.166666666664,53385.666666666664,103,Trafton
2004B,01-16,04:00:00.000,16:00:00.000,53386.166666666664,53386.666666666664,036,Spencer
2004B,01-17,04:00:00.000,16:00:00.000,53387.166666666664,53387.666666666664,036,Spencer
2004B,01-18,04:00:00.000,16:00:00.000,53388.166666666664,53388.666666666664,103,Trafton
2004B,01-19,04:00:00.000,16:00:00.000,53389.166666666664,53389.666666666664,079,Richter
2004B,01-20,04:00:00.000,08:00:00.000,53390.166666666664,53390.333333333336,052,Walter
2004B,01-20,08:00:00.000,16:00:00.000,53390.333333333336,53390.666666666664,068,Leggett
2004B,01-21,04:00:00.000,16:00:00.000,53391.166666666664,53391.666666666664,068,Leggett
2004B,01-22,04:00:00.000,16:00:00.000,53392.166666666664,53392.666666666664,068,Leggett
2004B,01-23,04:00:00.000,16:00:00.000,53393.166666666664,53393.666666666664,095,Reipurth
2004B,01-24,04:00:00.000,16:00:00.000,53394.166666666664,53394.666666666664,034,Jones
2004B,01-25,04:00:00.000,16:00:00.000,53395.166666666664,53395.666666666664,034,Jones
2004B,01-28,04:00:00.000,16:00:00.000,53398.166666666664,53398.666666666664,074,Yanamandra-Fisher
2004B,01-29,04:00:00.000,16:00:00.000,53399.166666666664,53399.666666666664,074,Yanamandra-Fisher
2005A,02-01,01:00:00.000,09:59:00.000,53402.041666666664,53402.415972222225,066,DiSanti
2005A,02-01,09:59:00.000,16:00:00.000,53402.415972222225,53402.666666666664,070,Goldman
2005A,02-02,01:00:00.000,09:59:00.000,53403.041666666664,53403.415972222225,066,DiSanti
2005A,02-02,09:59:00.000,16:00:00.000,53403.415972222225,53403.666666666664,070,Goldman
2005A,02-03,01:00:00.000,09:59:00.000,53404.041666666664,53404.415972222225,066,DiSanti
2005A,02-03,09:59:00.000,16:00:00.000,53404.415972222225,53404.666666666664,070,Goldman
2005A,02-04,04:00:00.000,16:00:00.000,53405.166666666664,53405.666666666664,034,Harrison
2005A,02-05,04:00:00.000,16:00:00.000,53406.166666666664,53406.666666666664,034,Harrison
2005A,02-06,04:00:00.000,16:00:00.000,53407.166666666664,53407.666666666664,034,Harrison
2005A,02-07,04:00:00.000,16:00:00.000,53408.166666666664,53408.666666666664,029,Mothe-Diniz
2005A,02-08,04:00:00.000,15:00:00.000,53409.166666666664,53409.625,029,Mothe-Diniz
2005A,02-09,04:00:00.000,15:00:00.000,53410.166666666664,53410.625,029,Mothe-Diniz
2005A,02-09,15:00:00.000,16:00:00.000,53410.625,53410.666666666664,086,Russell
2005A,02-10,04:00:00.000,09:59:00.000,53411.166666666664,53411.415972222225,092,Lubowich
2005A,02-10,09:59:00.000,16:00:00.000,53411.415972222225,53411.666666666664,078,Trafton
2005A,02-10,15:00:00.000,16:00:00.000,53411.625,53411.666666666664,086,Russell
2005A,02-11,04:00:00.000,09:59:00.000,53412.166666666664,53412.415972222225,092,Lubowich
2005A,02-11,09:59:00.000,16:00:00.000,53412.415972222225,53412.666666666664,078,Trafton
2005A,02-12,04:00:00.000,09:59:00.000,53413.166666666664,53413.415972222225,072,Keller
2005A,02-12,09:59:00.000,16:00:00.000,53413.415972222225,53413.666666666664,078,Trafton
2005A,02-13,04:00:00.000,09:59:00.000,53414.166666666664,53414.415972222225,072,Keller
2005A,02-13,09:59:00.000,16:00:00.000,53414.415972222225,53414.666666666664,078,Trafton
2005A,02-14,04:00:00.000,09:59:00.000,53415.166666666664,53415.415972222225,071,Keller
2005A,02-14,09:59:00.000,16:00:00.000,53415.415972222225,53415.666666666664,078,Trafton
2005A,02-15,04:00:00.000,16:00:00.000,53416.166666666664,53416.666666666664,018,Gaidos
2005A,02-16,04:00:00.000,16:00:00.000,53417.166666666664,53417.666666666664,018,Gaidos
2005A,02-17,04:00:00.000,16:00:00.000,53418.166666666664,53418.666666666664,018,Gaidos
2005A,02-18,02:00:00.000,19:00:00.000,53419.083333333336,53419.791666666664,073,Kostiuk
2005A,02-19,02:00:00.000,19:00:00.000,53420.083333333336,53420.791666666664,073,Kostiuk
2005A,02-20,02:00:00.000,19:00:00.000,53421.083333333336,53421.791666666664,073,Kostiuk
2005A,02-21,02:00:00.000,19:00:00.000,53422.083333333336,53422.791666666664,073,Kostiuk
2005A,02-22,02:00:00.000,19:00:00.000,53423.083333333336,53423.791666666664,073,Kostiuk
2005A,02-23,04:00:00.000,09:59:00.000,53424.166666666664,53424.415972222225,004,Orton
2005A,02-23,09:59:00.000,16:00:00.000,53424.415972222225,53424.666666666664,050,Stiavelli
2005A,02-24,04:00:00.000,09:59:00.000,53425.166666666664,53425.415972222225,004,Orton
2005A,02-24,09:59:00.000,16:00:00.000,53425.415972222225,53425.666666666664,050,Stiavelli
2005A,02-25,04:00:00.000,09:59:00.000,53426.166666666664,53426.415972222225,004,Orton
2005A,02-25,09:59:00.000,16:00:00.000,53426.415972222225,53426.666666666664,050,Stiavelli
2005A,02-26,04:00:00.000,09:59:00.000,53427.166666666664,53427.415972222225,089,Yanamandra-Fisher
2005A,02-26,09:59:00.000,16:00:00.000,53427.415972222225,53427.666666666664,077,Sykes
2005A,02-27,04:00:00.000,09:59:00.000,53428.166666666664,53428.415972222225,089,Yanamandra-Fisher
2005A,02-27,09:59:00.000,16:00:00.000,53428.415972222225,53428.666666666664,077,Sykes
2005A,02-28,04:00:00.000,09:59:00.000,53429.166666666664,53429.415972222225,089,Yanamandra-Fisher
2005A,02-28,09:59:00.000,16:00:00.000,53429.415972222225,53429.666666666664,077,Sykes
2005A,03-01,04:00:00.000,09:59:00.000,53430.166666666664,53430.415972222225,997,Vacca
2005A,03-01,09:59:00.000,16:00:00.000,53430.415972222225,53430.666666666664,996,Binzel
2005A,03-02,04:00:00.000,16:00:00.000,53431.166666666664,53431.666666666664,996,Binzel
2005A,03-03,04:00:00.000,16:00:00.000,53432.166666666664,53432.666666666664,045,Nagao
2005A,03-04,04:00:00.000,16:00:00.000,53433.166666666664,53433.666666666664,045,Nagao
2005A,03-05,04:00:00.000,14:00:00.000,53434.166666666664,53434.583333333336,045,Nagao
2005A,03-06,04:00:00.000,09:59:00.000,53435.166666666664,53435.415972222225,017,Chanover
2005A,03-06,09:59:00.000,16:00:00.000,53435.415972222225,53435.666666666664,062,Ciardi
2005A,03-06,14:00:00.000,16:00:00.000,53435.583333333336,53435.666666666664,086,Russell
2005A,03-07,04:00:00.000,09:59:00.000,53436.166666666664,53436.415972222225,017,Chanover
2005A,03-07,09:59:00.000,16:00:00.000,53436.415972222225,53436.666666666664,047,Thomas
2005A,03-08,04:00:00.000,09:59:00.000,53437.166666666664,53437.415972222225,017,Chanover
2005A,03-08,09:59:00.000,16:00:00.000,53437.415972222225,53437.666666666664,047,Thomas
2005A,03-09,04:00:00.000,09:59:00.000,53438.166666666664,53438.415972222225,017,Chanover
2005A,03-09,09:59:00.000,16:00:00.000,53438.415972222225,53438.666666666664,013,Binzel
2005A,03-10,04:00:00.000,14:00:00.000,53439.166666666664,53439.583333333336,038,Bus
2005A,03-11,04:00:00.000,09:59:00.000,53440.166666666664,53440.415972222225,070,Goldman
2005A,03-11,09:59:00.000,16:00:00.000,53440.415972222225,53440.666666666664,050,Stiavelli
2005A,03-11,14:00:00.000,16:00:00.000,53440.583333333336,53440.666666666664,086,Russell
2005A,03-12,04:00:00.000,09:59:00.000,53441.166666666664,53441.415972222225,070,Goldman
2005A,03-12,09:59:00.000,16:00:00.000,53441.415972222225,53441.666666666664,050,Stiavelli
2005A,03-13,04:00:00.000,09:59:00.000,53442.166666666664,53442.415972222225,070,Goldman
2005A,03-13,09:59:00.000,16:00:00.000,53442.415972222225,53442.666666666664,050,Stiavelli
2005A,03-14,04:00:00.000,09:30:00.000,53443.166666666664,53443.395833333336,051,Clark
2005A,03-14,09:30:00.000,10:30:00.000,53443.395833333336,53443.4375,079,Wong
2005A,03-15,04:00:00.000,16:00:00.000,53444.166666666664,53444.666666666664,051,Clark
2005A,03-15,10:30:00.000,14:30:00.000,53444.4375,53444.604166666664,051,Clark
2005A,03-15,14:30:00.000,15:00:00.000,53444.604166666664,53444.625,079,Wong
2005A,03-15,15:00:00.000,16:00:00.000,53444.625,53444.666666666664,051,Clark
2005A,03-17,04:00:00.000,09:59:00.000,53446.166666666664,53446.415972222225,899,Chanover
2005A,03-17,09:59:00.000,16:00:00.000,53446.415972222225,53446.666666666664,898,Van
2005A,03-18,04:00:00.000,16:00:00.000,53447.166666666664,53447.666666666664,899,Chanover
2005A,03-19,04:00:00.000,16:00:00.000,53448.166666666664,53448.666666666664,897,Jackson
2005A,03-20,04:00:00.000,16:00:00.000,53449.166666666664,53449.666666666664,897,Jackson
2005A,03-21,04:00:00.000,16:00:00.000,53450.166666666664,53450.666666666664,897,Jackson
2005A,03-22,04:00:00.000,08:00:00.000,53451.166666666664,53451.333333333336,026,Cruz
2005A,03-22,08:00:00.000,09:00:00.000,53451.333333333336,53451.375,040,Gerardy
2005A,03-22,09:00:00.000,16:00:00.000,53451.375,53451.666666666664,026,Cruz
2005A,03-23,04:00:00.000,11:30:00.000,53452.166666666664,53452.479166666664,026,Cruz
2005A,03-24,04:00:00.000,09:30:00.000,53453.166666666664,53453.395833333336,002,Jones
2005A,03-24,09:30:00.000,10:30:00.000,53453.395833333336,53453.4375,079,Wong
2005A,03-24,11:30:00.000,13:00:00.000,53453.479166666664,53453.541666666664,079,Wong
2005A,03-24,13:00:00.000,16:00:00.000,53453.541666666664,53453.666666666664,026,Cruz
2005A,03-25,04:00:00.000,16:00:00.000,53454.166666666664,53454.666666666664,002,Jones
2005A,03-25,10:30:00.000,14:30:00.000,53454.4375,53454.604166666664,002,Jones
2005A,03-25,14:30:00.000,15:00:00.000,53454.604166666664,53454.625,079,Wong
2005A,03-25,15:00:00.000,16:00:00.000,53454.625,53454.666666666664,002,Jones
2005A,03-26,04:00:00.000,16:00:00.000,53455.166666666664,53455.666666666664,054,Brotherton
2005A,03-27,04:00:00.000,08:30:00.000,53456.166666666664,53456.354166666664,054,Brotherton
2005A,03-27,08:30:00.000,09:30:00.000,53456.354166666664,53456.395833333336,079,Wong
2005A,03-27,09:30:00.000,13:30:00.000,53456.395833333336,53456.5625,054,Brotherton
2005A,03-28,04:00:00.000,16:00:00.000,53457.166666666664,53457.666666666664,054,Brotherton
2005A,03-28,13:30:00.000,14:00:00.000,53457.5625,53457.583333333336,079,Wong
2005A,03-28,14:00:00.000,16:00:00.000,53457.583333333336,53457.666666666664,054,Brotherton
2005A,03-29,04:00:00.000,08:30:00.000,53458.166666666664,53458.354166666664,054,Brotherton
2005A,03-29,08:30:00.000,09:30:00.000,53458.354166666664,53458.395833333336,079,Wong
2005A,03-29,09:30:00.000,13:30:00.000,53458.395833333336,53458.5625,054,Brotherton
2005A,03-30,02:00:00.000,09:00:00.000,53459.083333333336,53459.375,033,Stallard
2005A,03-30,09:00:00.000,16:00:00.000,53459.375,53459.666666666664,090,Stockton
2005A,03-30,13:30:00.000,14:00:00.000,53459.5625,53459.583333333336,079,Wong
2005A,03-30,14:00:00.000,16:00:00.000,53459.583333333336,53459.666666666664,054,Brotherton
2005A,03-31,02:00:00.000,09:00:00.000,53460.083333333336,53460.375,033,Stallard
2005A,03-31,09:00:00.000,10:30:00.000,53460.375,53460.4375,079,Wong
2005A,04-01,02:00:00.000,09:00:00.000,53461.083333333336,53461.375,033,Stallard
2005A,04-01,09:00:00.000,10:30:00.000,53461.375,53461.4375,079,Wong
2005A,04-01,10:30:00.000,16:00:00.000,53461.4375,53461.666666666664,090,Stockton
2005A,04-02,02:00:00.000,09:00:00.000,53462.083333333336,53462.375,033,Stallard
2005A,04-02,09:00:00.000,16:00:00.000,53462.375,53462.666666666664,090,Stockton
2005A,04-02,10:30:00.000,16:00:00.000,53462.4375,53462.666666666664,090,Stockton
2005A,04-03,02:00:00.000,09:00:00.000,53463.083333333336,53463.375,033,Stallard
2005A,04-03,09:00:00.000,16:00:00.000,53463.375,53463.666666666664,090,Stockton
2005A,04-04,04:00:00.000,16:00:00.000,53464.166666666664,53464.666666666664,012,Vernazza
2005A,04-05,04:00:00.000,16:00:00.000,53465.166666666664,53465.666666666664,020,Leggett
2005A,04-06,04:00:00.000,16:00:00.000,53466.166666666664,53466.666666666664,020,Leggett
2005A,04-07,04:00:00.000,16:00:00.000,53467.166666666664,53467.666666666664,020,Leggett
2005A,04-08,02:00:00.000,09:00:00.000,53468.083333333336,53468.375,033,Stallard
2005A,04-08,09:00:00.000,16:00:00.000,53468.375,53468.666666666664,038,Bus
2005A,04-09,02:00:00.000,09:00:00.000,53469.083333333336,53469.375,033,Stallard
2005A,04-09,09:00:00.000,10:30:00.000,53469.375,53469.4375,079,Wong
2005A,04-10,02:00:00.000,09:00:00.000,53470.083333333336,53470.375,033,Stallard
2005A,04-10,09:00:00.000,10:30:00.000,53470.375,53470.4375,079,Wong
2005A,04-10,10:30:00.000,16:00:00.000,53470.4375,53470.666666666664,038,Bus
2005A,04-11,02:00:00.000,09:00:00.000,53471.083333333336,53471.375,033,Stallard
2005A,04-11,09:00:00.000,16:00:00.000,53471.375,53471.666666666664,015,Tokunaga
2005A,04-11,10:30:00.000,16:00:00.000,53471.4375,53471.666666666664,015,Tokunaga
2005A,04-12,02:00:00.000,09:00:00.000,53472.083333333336,53472.375,033,Stallard
2005A,04-12,09:00:00.000,16:00:00.000,53472.375,53472.666666666664,062,Ciardi
2005A,04-13,02:00:00.000,09:00:00.000,53473.083333333336,53473.375,033,Stallard
2005A,04-13,09:00:00.000,16:00:00.000,53473.375,53473.666666666664,009,Lacy
2005A,04-14,02:00:00.000,09:00:00.000,53474.083333333336,53474.375,033,Stallard
2005A,04-14,09:00:00.000,16:00:00.000,53474.375,53474.666666666664,067,Grundy
2005A,04-15,02:00:00.000,09:00:00.000,53475.083333333336,53475.375,033,Stallard
2005A,04-15,09:00:00.000,16:00:00.000,53475.375,53475.666666666664,067,Grundy
2005A,04-16,02:00:00.000,09:00:00.000,53476.083333333336,53476.375,033,Stallard
2005A,04-16,09:00:00.000,13:00:00.000,53476.375,53476.541666666664,015,Tokunaga
2005A,04-17,02:00:00.000,09:00:00.000,53477.083333333336,53477.375,033,Stallard
2005A,04-17,09:00:00.000,13:00:00.000,53477.375,53477.541666666664,015,Tokunaga
2005A,04-17,13:00:00.000,16:00:00.000,53477.541666666664,53477.666666666664,086,Russell
2005A,04-18,04:00:00.000,16:00:00.000,53478.166666666664,53478.666666666664,008,Hardersen
2005A,04-18,13:00:00.000,16:00:00.000,53478.541666666664,53478.666666666664,086,Russell
2005A,04-19,04:00:00.000,16:00:00.000,53479.166666666664,53479.666666666664,008,Hardersen
2005A,04-20,04:00:00.000,16:00:00.000,53480.166666666664,53480.666666666664,008,Hardersen
2005A,04-21,04:00:00.000,16:00:00.000,53481.166666666664,53481.666666666664,995,Bus
2005A,04-22,04:00:00.000,16:00:00.000,53482.166666666664,53482.666666666664,995,Bus
2005A,04-23,04:00:00.000,09:00:00.000,53483.166666666664,53483.375,006,Volquardsen
2005A,04-23,09:00:00.000,16:00:00.000,53483.375,53483.666666666664,995,Bus
2005A,04-24,04:00:00.000,09:00:00.000,53484.166666666664,53484.375,006,Volquardsen
2005A,04-24,09:00:00.000,16:00:00.000,53484.375,53484.666666666664,995,Bus
2005A,04-25,04:00:00.000,09:00:00.000,53485.166666666664,53485.375,006,Volquardsen
2005A,04-25,09:00:00.000,11:00:00.000,53485.375,53485.458333333336,994,Price
2005A,04-26,04:00:00.000,09:59:00.000,53486.166666666664,53486.415972222225,001,Imanishi
2005A,04-26,09:59:00.000,16:00:00.000,53486.415972222225,53486.666666666664,993,Cushing
2005A,04-26,11:00:00.000,16:00:00.000,53486.458333333336,53486.666666666664,995,Bus
2005A,04-27,04:00:00.000,09:59:00.000,53487.166666666664,53487.415972222225,001,Imanishi
2005A,04-27,09:59:00.000,16:00:00.000,53487.415972222225,53487.666666666664,993,Cushing
2005A,04-28,04:00:00.000,09:59:00.000,53488.166666666664,53488.415972222225,001,Imanishi
2005A,04-28,09:59:00.000,16:00:00.000,53488.415972222225,53488.666666666664,993,Cushing
2005A,04-29,04:00:00.000,09:59:00.000,53489.166666666664,53489.415972222225,044,Mueller
2005A,04-29,09:59:00.000,16:00:00.000,53489.415972222225,53489.666666666664,001,Imanishi
2005A,04-30,04:00:00.000,09:59:00.000,53490.166666666664,53490.415972222225,044,Mueller
2005A,04-30,09:59:00.000,16:00:00.000,53490.415972222225,53490.666666666664,001,Imanishi
2005A,05-01,04:00:00.000,07:00:00.000,53491.166666666664,53491.291666666664,089,Yanamandra-Fisher
2005A,05-01,07:00:00.000,16:00:00.000,53491.291666666664,53491.666666666664,077,Sykes
2005A,05-01,18:00:00.000,23:00:00.000,53491.75,53491.958333333336,063,Sprague
2005A,05-02,04:00:00.000,07:00:00.000,53492.166666666664,53492.291666666664,089,Yanamandra-Fisher
2005A,05-02,07:00:00.000,16:00:00.000,53492.291666666664,53492.666666666664,077,Sykes
2005A,05-02,18:00:00.000,23:00:00.000,53492.75,53492.958333333336,063,Sprague
2005A,05-03,01:00:00.000,07:00:00.000,53493.041666666664,53493.291666666664,004,Orton
2005A,05-03,07:00:00.000,16:00:00.000,53493.291666666664,53493.666666666664,077,Sykes
2005A,05-03,18:00:00.000,23:00:00.000,53493.75,53493.958333333336,063,Sprague
2005A,05-04,01:00:00.000,07:00:00.000,53494.041666666664,53494.291666666664,004,Orton
2005A,05-04,07:00:00.000,16:00:00.000,53494.291666666664,53494.666666666664,003,Tedesco
2005A,05-04,18:00:00.000,23:00:00.000,53494.75,53494.958333333336,063,Sprague
2005A,05-05,01:00:00.000,07:00:00.000,53495.041666666664,53495.291666666664,004,Orton
2005A,05-05,07:00:00.000,16:00:00.000,53495.291666666664,53495.666666666664,003,Tedesco
2005A,05-05,18:00:00.000,23:00:00.000,53495.75,53495.958333333336,063,Sprague
2005A,05-06,01:00:00.000,07:00:00.000,53496.041666666664,53496.291666666664,004,Orton
2005A,05-06,07:00:00.000,16:00:00.000,53496.291666666664,53496.666666666664,003,Tedesco
2005A,05-06,18:00:00.000,23:00:00.000,53496.75,53496.958333333336,063,Sprague
2005A,05-07,04:00:00.000,09:59:00.000,53497.166666666664,53497.415972222225,044,Mueller
2005A,05-07,09:59:00.000,16:00:00.000,53497.415972222225,53497.666666666664,003,Tedesco
2005A,05-08,04:00:00.000,09:59:00.000,53498.166666666664,53498.415972222225,044,Mueller
2005A,05-08,09:59:00.000,16:00:00.000,53498.415972222225,53498.666666666664,067,Grundy
2005A,05-09,04:00:00.000,07:00:00.000,53499.166666666664,53499.291666666664,013,Binzel
2005A,05-09,07:00:00.000,08:00:00.000,53499.291666666664,53499.333333333336,069,Rathbun
2005A,05-09,08:00:00.000,16:00:00.000,53499.333333333336,53499.666666666664,013,Binzel
2005A,05-10,04:00:00.000,16:00:00.000,53500.166666666664,53500.666666666664,047,Thomas
2005A,05-11,04:00:00.000,16:00:00.000,53501.166666666664,53501.666666666664,019,Kilic
2005A,05-12,04:00:00.000,16:00:00.000,53502.166666666664,53502.666666666664,019,Kilic
2005A,05-13,04:00:00.000,08:00:00.000,53503.166666666664,53503.333333333336,032,Rodriguez
2005A,05-13,08:00:00.000,16:00:00.000,53503.333333333336,53503.666666666664,019,Kilic
2005A,05-14,04:00:00.000,08:00:00.000,53504.166666666664,53504.333333333336,032,Rodriguez
2005A,05-14,08:00:00.000,16:00:00.000,53504.333333333336,53504.666666666664,019,Kilic
2005A,05-15,04:00:00.000,08:00:00.000,53505.166666666664,53505.333333333336,032,Rodriguez
2005A,05-15,08:00:00.000,16:00:00.000,53505.333333333336,53505.666666666664,019,Kilic
2005A,05-16,04:00:00.000,16:00:00.000,53506.166666666664,53506.666666666664,049,Rivkin
2005A,05-17,04:00:00.000,16:00:00.000,53507.166666666664,53507.666666666664,049,Rivkin
2005A,05-18,04:00:00.000,16:00:00.000,53508.166666666664,53508.666666666664,049,Rivkin
