SEMESTER,MJD START,MJD END,PROGRAM,PI
2010A,55381.166666666664,55381.666666666664,2010A005,Jones
2010A,55382.166666666664,55382.666666666664,2010A005,Jones
2010A,55383.166666666664,55383.666666666664,2010A005,Jones
2010A,55384.166666666664,55384.666666666664,2010A999,Engineering
2010A,55385.166666666664,55385.180555555555,2010A093,Schaller
2010A,55385.180555555555,55385.666666666664,2010A082,Vacca
2010A,55386.166666666664,55386.180555555555,2010A093,Schaller
2010A,55386.180555555555,55386.666666666664,2010A082,Vacca
2010A,55387.166666666664,55387.180555555555,2010A093,Schaller
2010A,55387.180555555555,55387.415972222225,2010A077,Yang
2010A,55387.415972222225,55387.541666666664,2010A069,Howell
2010A,55387.541666666664,55387.666666666664,2010A061,Young
2010A,55388.166666666664,55388.180555555555,2010A093,Schaller
2010A,55388.180555555555,55388.666666666664,2010A033,Tokunaga
2010A,55389.166666666664,55389.666666666664,2010A033,Tokunaga
2010A,55390.166666666664,55390.333333333336,2010A999,Engineering
2010A,55390.333333333336,55390.666666666664,2010A037,Swain
2010A,55391.166666666664,55391.666666666664,2010A999,Engineering
2010A,55392.166666666664,55392.666666666664,2010A999,Engineering
2010A,55393.166666666664,55393.666666666664,2010A999,Engineering
2010A,55394.166666666664,55394.666666666664,2010A999,Engineering
2010A,55395.166666666664,55395.427083333336,2010A089,An
2010A,55395.427083333336,55395.65277777778,2010A112,Merline
2010A,55395.65277777778,55395.666666666664,2010A032,Orton
2010A,55396.166666666664,55396.427083333336,2010A089,An
2010A,55396.427083333336,55396.666666666664,2010A112,Merline
2010A,55397.166666666664,55397.427083333336,2010A056,Emery
2010A,55397.427083333336,55397.666666666664,2010A112,Merline
2010A,55398.166666666664,55398.180555555555,2010A093,Schaller
2010A,55398.180555555555,55398.375,2010A049,Reddy
2010A,55398.375,55398.666666666664,2010A080,Metchev
2010A,55399.166666666664,55399.180555555555,2010A093,Schaller
2010A,55399.180555555555,55399.291666666664,2010A056,Emery
2010A,55399.291666666664,55399.415972222225,2010A069,Howell
2010A,55399.415972222225,55399.666666666664,2010A056,Emery
2010A,55400.166666666664,55400.180555555555,2010A093,Schaller
2010A,55400.180555555555,55400.333333333336,2010A056,Emery
2010A,55400.333333333336,55400.666666666664,2010A037,Swain
2010A,55401.1875,55401.395833333336,2010A081,Prato
2010A,55401.395833333336,55401.6875,2010A091,Kruger
2010A,55402.166666666664,55402.415972222225,2010A081,Prato
2010A,55402.415972222225,55402.666666666664,2010A055,Hora
2010A,55403.166666666664,55403.415972222225,2010A081,Prato
2010A,55403.415972222225,55403.666666666664,2010A055,Hora
2010A,55404.166666666664,55404.415972222225,2010A081,Prato
2010A,55404.415972222225,55404.666666666664,2010A055,Hora
2010A,55405.166666666664,55405.415972222225,2010A081,Prato
2010A,55405.415972222225,55405.666666666664,2010A055,Hora
2010A,55406.166666666664,55406.322916666664,2010A069,Howell
2010A,55406.322916666664,55406.666666666664,2010A056,Emery
2010A,55407.166666666664,55407.415972222225,2010A055,Hora
2010A,55407.415972222225,55407.666666666664,2010A088,Doering
2010A,55408.166666666664,55408.666666666664,2010A088,Doering
2010A,55409.166666666664,55409.180555555555,2010A093,Schaller
2010A,55409.180555555555,55409.5625,2010A056,Emery
2010A,55409.5625,55409.666666666664,2010A061,Young
2010B,55410.166666666664,55410.180555555555,2010B072,Schaller
2010B,55410.180555555555,55410.666666666664,2010B076,Kruger
2010B,55411.041666666664,55411.166666666664,2010B006,Iwagami
2010B,55411.166666666664,55411.180555555555,2010B072,Schaller
2010B,55411.180555555555,55411.415972222225,2010B035,Willman
2010B,55411.415972222225,55411.666666666664,2010B999,Engineering
2010B,55412.041666666664,55412.166666666664,2010B006,Iwagami
2010B,55412.166666666664,55412.180555555555,2010B072,Schaller
2010B,55412.180555555555,55412.415972222225,2010B068,Bjorkman
2010B,55412.415972222225,55412.666666666664,2010B999,Engineering
2010B,55413.041666666664,55413.166666666664,2010B006,Iwagami
2010B,55413.166666666664,55413.666666666664,2010B046,Emery
2010B,55414.041666666664,55414.166666666664,2010B006,Iwagami
2010B,55414.166666666664,55414.180555555555,2010B072,Schaller
2010B,55414.180555555555,55414.666666666664,2010B035,Willman
2010B,55415.041666666664,55415.166666666664,2010B006,Iwagami
2010B,55415.166666666664,55415.180555555555,2010B072,Schaller
2010B,55415.180555555555,55415.415972222225,2010B999,Engineering
2010B,55415.415972222225,55415.5,2010B043,Young
2010B,55415.5,55415.666666666664,2010B035,Willman
2010B,55416.041666666664,55416.166666666664,2010B006,Iwagami
2010B,55416.166666666664,55416.180555555555,2010B072,Schaller
2010B,55416.180555555555,55416.666666666664,2010B079,Takir
2010B,55417.041666666664,55417.166666666664,2010B006,Iwagami
2010B,55417.166666666664,55417.180555555555,2010B072,Schaller
2010B,55417.180555555555,55417.666666666664,2010B079,Takir
2010B,55418.041666666664,55418.166666666664,2010B006,Iwagami
2010B,55418.166666666664,55418.180555555555,2010B072,Schaller
2010B,55418.180555555555,55418.666666666664,2010B079,Takir
2010B,55419.166666666664,55419.180555555555,2010B072,Schaller
2010B,55419.180555555555,55419.666666666664,2010B076,Kruger
2010B,55420.166666666664,55420.666666666664,2010B103,Yang
2010B,55421.166666666664,55421.666666666664,2010B041,Mothe-Diniz
2010B,55422.166666666664,55422.666666666664,2010B041,Mothe-Diniz
2010B,55423.166666666664,55423.666666666664,2010B080,Chambers
2010B,55424.166666666664,55424.666666666664,2010B080,Chambers
2010B,55425.166666666664,55425.3125,2010B029,Crotts
2010B,55425.3125,55425.666666666664,2010B095,Cushing
2010B,55426.166666666664,55426.666666666664,2010B999,Engineering
2010B,55426.916666666664,55426.208333333336,2010B074,Livengood
2010B,55427.208333333336,55427.666666666664,2010B073,Kostiuk
2010B,55427.916666666664,55427.208333333336,2010B074,Livengood
2010B,55428.208333333336,55428.666666666664,2010B073,Kostiuk
2010B,55428.916666666664,55428.208333333336,2010B074,Livengood
2010B,55429.208333333336,55429.666666666664,2010B073,Kostiuk
2010B,55429.916666666664,55429.208333333336,2010B074,Livengood
2010B,55430.208333333336,55430.666666666664,2010B073,Kostiuk
2010B,55430.916666666664,55430.208333333336,2010B074,Livengood
2010B,55431.208333333336,55431.666666666664,2010B073,Kostiuk
2010B,55432.166666666664,55432.3125,2010B095,Cushing
2010B,55432.3125,55432.5625,2010B029,Crotts
2010B,55432.5625,55432.666666666664,2010B025,Stencel
2010B,55433.166666666664,55433.666666666664,2010B027,Clark
2010B,55434.166666666664,55434.541666666664,2010B027,Clark
2010B,55434.541666666664,55434.666666666664,2010B034,Howell
2010B,55435.166666666664,55435.415972222225,2010B027,Clark
2010B,55435.415972222225,55435.666666666664,2010B023,Miller
2010B,55436.166666666664,55436.415972222225,2010B999,Engineering
2010B,55436.415972222225,55436.666666666664,2010B023,Miller
2010B,55437.166666666664,55437.415972222225,2010B999,Engineering
2010B,55437.415972222225,55437.666666666664,2010B023,Miller
2010B,55438.166666666664,55438.375,2010B999,Engineering
2010B,55438.375,55438.458333333336,2010B043,Young
2010B,55438.458333333336,55438.666666666664,2010B023,Miller
2010B,55439.166666666664,55439.458333333336,2010B999,Engineering
2010B,55439.458333333336,55439.666666666664,2010B029,Crotts
2010B,55440.166666666664,55440.666666666664,2010B046,Emery
2010B,55441.166666666664,55441.520833333336,2010B068,Bjorkman
2010B,55441.520833333336,55441.666666666664,2010B029,Crotts
2010B,55442.166666666664,55442.291666666664,2010B009,Vernazza
2010B,55442.291666666664,55442.520833333336,2010B010,Orton
2010B,55442.520833333336,55442.666666666664,2010B034,Howell
2010B,55443.166666666664,55443.666666666664,2010B009,Vernazza
2010B,55444.166666666664,55444.291666666664,2010B009,Vernazza
2010B,55444.291666666664,55444.666666666664,2010B010,Orton
2010B,55445.166666666664,55445.666666666664,2010B049,Binzel
2010B,55446.166666666664,55446.666666666664,2010B049,Binzel
2010B,55447.166666666664,55447.666666666664,2010B999,Engineering
2010B,55448.166666666664,55448.666666666664,2010B999,Engineering
2010B,55449.166666666664,55449.666666666664,2010B999,Engineering
2010B,55450.166666666664,55450.291666666664,2010B009,Vernazza
2010B,55450.291666666664,55450.583333333336,2010B088,Bloemhard
2010B,55450.583333333336,55450.666666666664,2010B009,Vernazza
2010B,55451.166666666664,55451.666666666664,2010B095,Cushing
2010B,55452.166666666664,55452.666666666664,2010B071,Marchis
2010B,55453.166666666664,55453.458333333336,2010B999,Engineering
2010B,55453.458333333336,55453.666666666664,2010B034,Howell
2010B,55454.166666666664,55454.666666666664,2010B999,Engineering
2010B,55455.166666666664,55455.666666666664,2010B999,Engineering
2010B,55455.916666666664,55455.166666666664,2010B026,Ohtsuki
2010B,55456.166666666664,55456.666666666664,2010B052,Uno
2010B,55456.916666666664,55456.166666666664,2010B026,Ohtsuki
2010B,55457.166666666664,55457.666666666664,2010B070,Sromovsky
2010B,55457.916666666664,55457.166666666664,2010B026,Ohtsuki
2010B,55458.166666666664,55458.666666666664,2010B052,Uno
2010B,55458.916666666664,55458.166666666664,2010B026,Ohtsuki
2010B,55459.166666666664,55459.415972222225,2010B064,Rivkin
2010B,55459.415972222225,55459.666666666664,2010B065,Rivkin
2010B,55459.916666666664,55459.166666666664,2010B026,Ohtsuki
2010B,55460.166666666664,55460.415972222225,2010B064,Rivkin
2010B,55460.415972222225,55460.666666666664,2010B065,Rivkin
2010B,55460.916666666664,55460.166666666664,2010B026,Ohtsuki
2010B,55461.166666666664,55461.666666666664,2010B036,Karr
2010B,55462.166666666664,55462.666666666664,2010B999,Engineering
2010B,55463.166666666664,55463.666666666664,2010B999,Engineering
2010B,55464.166666666664,55464.666666666664,2010B999,Engineering
2010B,55465.166666666664,55465.666666666664,2010B052,Uno
2010B,55466.166666666664,55466.541666666664,2010B046,Emery
2010B,55466.541666666664,55466.666666666664,2010B025,Stencel
2010B,55467.166666666664,55467.415972222225,2010B030,Merline
2010B,55467.415972222225,55467.666666666664,2010B081,Bender
2010B,55468.166666666664,55468.415972222225,2010B030,Merline
2010B,55468.415972222225,55468.666666666664,2010B081,Bender
2010B,55469.166666666664,55469.354166666664,2010B010,Orton
2010B,55469.354166666664,55469.666666666664,2010B082,Vervack
2010B,55470.166666666664,55470.415972222225,2010B068,Bjorkman
2010B,55470.415972222225,55470.666666666664,2010B031,Vacca
2010B,55471.166666666664,55471.415972222225,2010B010,Orton
2010B,55471.415972222225,55471.666666666664,2010B031,Vacca
2010B,55472.166666666664,55472.333333333336,2010B034,Howell
2010B,55472.333333333336,55472.666666666664,2010B082,Vervack
2010B,55473.166666666664,55473.666666666664,2010B040,Riffel
2010B,55474.166666666664,55474.3125,2010B010,Orton
2010B,55474.3125,55474.666666666664,2010B999,Engineering
2010B,55475.166666666664,55475.666666666664,2010B040,Riffel
2010B,55476.166666666664,55476.666666666664,2010B040,Riffel
2010B,55477.166666666664,55477.333333333336,2010B034,Howell
2010B,55477.333333333336,55477.666666666664,2010B031,Vacca
2010B,55478.166666666664,55478.666666666664,2010B022,Anglada-Escude
2010B,55479.166666666664,55479.666666666664,2010B022,Anglada-Escude
2010B,55480.166666666664,55480.666666666664,2010B022,Anglada-Escude
2010B,55481.166666666664,55481.666666666664,2010B022,Anglada-Escude
2010B,55482.166666666664,55482.666666666664,2010B051,Tokunaga
2010B,55483.166666666664,55483.333333333336,2010B034,Howell
2010B,55483.333333333336,55483.666666666664,2010B051,Tokunaga
2010B,55484.166666666664,55484.5,2010B046,Emery
2010B,55484.5,55484.666666666664,2010B104,Meech
2010B,55485.166666666664,55485.415972222225,2010B063,Shenoy
2010B,55485.415972222225,55485.666666666664,2010B037,Jones
2010B,55486.166666666664,55486.415972222225,2010B063,Shenoy
2010B,55486.415972222225,55486.666666666664,2010B037,Jones
2010B,55487.166666666664,55487.415972222225,2010B063,Shenoy
2010B,55487.415972222225,55487.666666666664,2010B082,Vervack
2010B,55488.166666666664,55488.415972222225,2010B063,Shenoy
2010B,55488.415972222225,55488.666666666664,2010B082,Vervack
2010B,55489.166666666664,55489.25,2010B062,Hammel
2010B,55489.25,55489.5,2010B093,Donaldson
2010B,55489.5,55489.666666666664,2010B058,Sitko
2010B,55490.166666666664,55490.25,2010B062,Hammel
2010B,55490.25,55490.5,2010B093,Donaldson
2010B,55490.5,55490.666666666664,2010B058,Sitko
2010B,55491.166666666664,55491.25,2010B062,Hammel
2010B,55491.25,55491.5,2010B093,Donaldson
2010B,55491.5,55491.666666666664,2010B002,Sitko
2010B,55491.5,55491.666666666664,2010B003,Sitko
2010B,55492.166666666664,55492.25,2010B062,Hammel
2010B,55492.25,55492.5,2010B093,Donaldson
2010B,55492.5,55492.666666666664,2010B003,Sitko
2010B,55492.5,55492.666666666664,2010B002,Sitko
2010B,55493.166666666664,55493.25,2010B062,Hammel
2010B,55493.25,55493.5,2010B093,Donaldson
2010B,55493.5,55493.666666666664,2010B002,Sitko
2010B,55493.5,55493.666666666664,2010B003,Sitko
2010B,55494.166666666664,55494.375,2010B999,Engineering
2010B,55494.375,55494.5,2010B021,Sitko
2010B,55494.5,55494.625,2010B034,Howell
2010B,55494.625,55494.666666666664,2010B021,Sitko
2010B,55495.166666666664,55495.375,2010B999,Engineering
2010B,55495.375,55495.666666666664,2010B021,Sitko
2010B,55496.166666666664,55496.333333333336,2010B999,Engineering
2010B,55496.333333333336,55496.458333333336,2010B049,Binzel
2010B,55496.458333333336,55496.583333333336,2010B034,Howell
2010B,55496.583333333336,55496.666666666664,2010B049,Binzel
2010B,55497.166666666664,55497.666666666664,2010B095,Cushing
2010B,55498.166666666664,55498.458333333336,2010B088,Bloemhard
2010B,55498.458333333336,55498.541666666664,2010B095,Cushing
2010B,55498.541666666664,55498.666666666664,2010B025,Stencel
2010B,55499.166666666664,55499.333333333336,2010B034,Howell
2010B,55499.333333333336,55499.666666666664,2010B065,Rivkin
2010B,55500.166666666664,55500.415972222225,2010B065,Rivkin
2010B,55500.415972222225,55500.75,2010B044,Kelley
2010B,55501.166666666664,55501.415972222225,2010B009,Vernazza
2010B,55501.415972222225,55501.75,2010B044,Kelley
2010B,55502.166666666664,55502.666666666664,2010B032,Jorstad
2010B,55503.166666666664,55503.415972222225,2010B010,Orton
2010B,55503.415972222225,55503.666666666664,2010B032,Jorstad
2010B,55504.166666666664,55504.415972222225,2010B032,Jorstad
2010B,55504.415972222225,55504.666666666664,2010B082,Vervack
2010B,55505.166666666664,55505.415972222225,2010B010,Orton
2010B,55505.415972222225,55505.75,2010B044,Kelley
2010B,55506.166666666664,55506.415972222225,2010B049,Binzel
2010B,55506.415972222225,55506.75,2010B044,Kelley
2010B,55507.166666666664,55507.415972222225,2010B066,Schlieder
2010B,55507.415972222225,55507.666666666664,2010B082,Vervack
2010B,55508.166666666664,55508.666666666664,2010B066,Schlieder
2010B,55509.166666666664,55509.666666666664,2010B066,Schlieder
2010B,55510.166666666664,55510.415972222225,2010B098,Liu
2010B,55510.415972222225,55510.666666666664,2010B106,Peterson
2010B,55511.166666666664,55511.415972222225,2010B098,Liu
2010B,55511.415972222225,55511.666666666664,2010B106,Peterson
2010B,55512.166666666664,55512.415972222225,2010B999,Engineering
2010B,55512.415972222225,55512.5,2010B025,Stencel
2010B,55512.5,55512.666666666664,2010B106,Peterson
2010B,55513.166666666664,55513.666666666664,2010B071,Marchis
2010B,55514.166666666664,55514.415972222225,2010B101,Liu
2010B,55514.415972222225,55514.666666666664,2010B037,Jones
2010B,55515.166666666664,55515.415972222225,2010B101,Liu
2010B,55515.415972222225,55515.666666666664,2010B037,Jones
2010B,55516.166666666664,55516.415972222225,2010B068,Bjorkman
2010B,55516.415972222225,55516.666666666664,2010B082,Vervack
2010B,55517.166666666664,55517.415972222225,2010B095,Cushing
2010B,55517.415972222225,55517.666666666664,2010B082,Vervack
2010B,55518.166666666664,55518.415972222225,2010B101,Liu
2010B,55518.415972222225,55518.65277777778,2010B019,Espaillat
2010B,55518.65277777778,55518.666666666664,2010B072,Schaller
2010B,55519.166666666664,55519.415972222225,2010B101,Liu
2010B,55519.415972222225,55519.65277777778,2010B019,Espaillat
2010B,55519.65277777778,55519.666666666664,2010B072,Schaller
2010B,55520.166666666664,55520.415972222225,2010B101,Liu
2010B,55520.415972222225,55520.65277777778,2010B019,Espaillat
2010B,55520.65277777778,55520.666666666664,2010B072,Schaller
2010B,55521.166666666664,55521.415972222225,2010B098,Liu
2010B,55521.415972222225,55521.65277777778,2010B019,Espaillat
2010B,55521.65277777778,55521.666666666664,2010B072,Schaller
2010B,55522.166666666664,55522.666666666664,2010B022,Anglada-Escude
2010B,55523.166666666664,55523.666666666664,2010B022,Anglada-Escude
2010B,55524.166666666664,55524.666666666664,2010B022,Anglada-Escude
2010B,55525.166666666664,55525.415972222225,2010B084,Crockett
2010B,55525.415972222225,55525.666666666664,2010B002,Sitko
2010B,55526.166666666664,55526.666666666664,2010B084,Crockett
2010B,55527.166666666664,55527.666666666664,2010B084,Crockett
2010B,55528.166666666664,55528.666666666664,2010B084,Crockett
