SEMESTER,MJD START,MJD END,PI,PROGRAM
2001B,52163.16667,52163.66667,Balachandran,2001B020
2001B,52164.16667,52164.625,Engineering,2001B999
2001B,52165.16667,52165.625,Engineering,2001B999
2001B,52165.625,52165.64583,Rathbun,2001B101
2001B,52165.64583,52165.66667,Orton,2001B001
2001B,52166.16667,52166.61111,Turnshek,2001B115
2001B,52166.625,52166.64583,Rathbun,2001B101
2001B,52166.64583,52166.66667,Orton,2001B001
2001B,52167.16667,52167.66667,Turnshek,2001B115
2001B,52167.61111,52167.63889,Rathbun,2001B101
2001B,52168.16667,52168.66667,Turnshek,2001B115
2001B,52169.16667,52169.66667,Turnshek,2001B115
2001B,52170.16667,52170.66667,Richardson,2001B061
2001B,52171.16667,52171.66667,Richardson,2001B061
2001B,52172.16667,52172.66667,Sheppard,2001B099
2001B,52173.16667,52173.41597,Sheppard,2001B099
2001B,52173.41597,52173.66667,Weaver,2001B043
2001B,52174.16667,52174.41597,Sheppard,2001B099
2001B,52174.41597,52174.66667,Weaver,2001B043
2001B,52175.16667,52175.41597,Sheppard,2001B099
2001B,52175.41597,52175.66667,Weaver,2001B043
2001B,52176.16667,52176.66667,Sheppard,2001B099
2001B,52177.16667,52177.66667,Richardson,2001B061
2001B,52178.16667,52178.66667,Richardson,2001B061
2001B,52179.16667,52179.66667,Kelley,2001B072
2001B,52180.16667,52180.66667,Kelley,2001B072
2001B,52181.16667,52181.66667,Gregg,2001B116
2001B,52181.77083,52181.79861,Rathbun,2001B101
2001B,52182.16667,52182.66667,Gregg,2001B116
2001B,52183.16667,52183.66667,Gregg,2001B116
2001B,52184.16667,52184.66667,Reid,2001B031
2001B,52185.16667,52185.66667,Reid,2001B031
2001B,52186.16667,52186.66667,Reid,2001B031
2001B,52187.16667,52187.66667,Abell,2001B047
2001B,52188.16667,52188.66667,Abell,2001B047
2001B,52189.16667,52189.45833,Marion,2001B067
2001B,52190.16667,52190.66667,Abell,2001B047
2001B,52190.45833,52190.66667,Goguen,2001B108
2001B,52191.16667,52191.66667,Abell,2001B047
2001B,52192.16667,52192.66667,Rayner,2001B089
2001B,52193.16667,52193.66667,Rayner,2001B089
2001B,52194.16667,52194.625,Wooden,2001B117
2001B,52195.16667,52195.41597,Wooden,2001B117
2001B,52195.41597,52195.66667,Beck,2001B032
2001B,52195.625,52195.64583,Orton,2001B001
2001B,52196.16667,52196.64583,Wooden,2001B117
2001B,52197.16667,52197.66667,Emery,2001B078
2001B,52197.64583,52197.72917,Rathbun,2001B101
2001B,52198.16667,52198.47222,Emery,2001B078
2001B,52199.16667,52199.66667,Emery,2001B078
2001B,52199.41597,52199.66667,Bjorkman,2001B021
2001B,52199.41597,52199.66667,Bjorkman,2001B021
2001B,52199.41597,52199.66667,Bjorkman,2001B021
2001B,52199.47222,52199.5,Rathbun,2001B101
2001B,52199.5,52199.66667,Emery,2001B078
2001B,52203.16667,52203.40972,Bjorkman,2001B021
2001B,52204.16667,52204.41597,Bjorkman,2001B021
2001B,52205.16667,52205.41597,Bjorkman,2001B021
2001B,52206.16667,52206.41597,Binzel,2001B028
2001B,52206.41597,52206.64583,Griffith,2001B040
2001B,52207.16667,52207.41597,Binzel,2001B028
2001B,52207.41597,52207.64583,Griffith,2001B040
2001B,52207.64583,52207.66667,Rathbun,2001B101
2001B,52208.16667,52208.41597,Gizis,2001B110
2001B,52208.41597,52208.66667,Griffith,2001B040
2001B,52208.64583,52208.66667,Rathbun,2001B101
2001B,52209.16667,52209.41597,Gizis,2001B110
2001B,52209.41597,52209.66667,Griffith,2001B040
2001B,52210.16667,52210.41597,Marion,2001B067
2001B,52210.41597,52210.66667,Griffith,2001B040
2001B,52211.16667,52211.41597,Marion,2001B067
2001B,52211.41597,52211.66667,Griffith,2001B040
2001B,52212.16667,52212.41597,Goto,2001B109
2001B,52212.41597,52212.66667,Goguen,2001B108
2001B,52213.16667,52213.41597,Goto,2001B109
2001B,52213.41597,52213.66667,Griffith,2001B040
2001B,52214.16667,52214.35417,Alonso-Herrero,2001B018
2001B,52214.35417,52214.42361,Rathbun,2001B101
2001B,52215.16667,52215.66667,Alonso-Herrero,2001B018
2001B,52215.42361,52215.66667,Alonso-Herrero,2001B018
2001B,52216.16667,52216.66667,Alonso-Herrero,2001B018
2001B,52217.16667,52217.66667,Liu,2001B023
2001B,52218.16667,52218.66667,Liu,2001B023
2001B,52219.16667,52219.66667,Liu,2001B023
2001B,52220.16667,52220.66667,Liu,2001B023
2001B,52221.16667,52221.41597,Bus,2001B111
2001B,52221.41597,52221.625,Rathbun,2001B101
2001B,52222.16667,52222.41597,Bus,2001B111
2001B,52222.41597,52222.66667,Beck,2001B032
2001B,52223.16667,52223.66667,Bus,2001B111
2001B,52224.08333,52224.16667,Krasnopolsky,2001B994
2001B,52224.16667,52224.66667,Howell,2001B079
2001B,52225.08333,52225.16667,Krasnopolsky,2001B994
2001B,52225.16667,52225.66667,Griffith,2001B030
2001B,52226.22917,52226.72917,Griffith,2001B030
2001B,52227.22917,52227.72917,Spencer,2001B052
2001B,52228.22917,52228.72917,Spencer,2001B052
2001B,52229.22917,52229.72917,Evans,2001B077
2001B,52230.22917,52230.72917,Lacy,2001B104
2001B,52231.22917,52231.72917,Lacy,2001B104
2001B,52232.22917,52232.72917,Lacy,2001B104
2001B,52233.22917,52233.72917,Richter,2001B060
2001B,52234.22917,52234.72917,Skillman,2001B054
2001B,52235.22917,52235.72917,Skillman,2001B054
2001B,52236.16667,52236.64583,Connerney,2001B006
2001B,52237.08333,52237.58333,Mumma,2001B066
2001B,52237.64583,52237.66667,Orton,2001B001
2001B,52238.16667,52238.64583,Connerney,2001B006
2001B,52239.08333,52239.58333,Mumma,2001B066
2001B,52239.64583,52239.66667,Orton,2001B001
2001B,52240.16667,52240.66667,McCabe,2001B068
2001B,52241.16667,52241.66667,McCabe,2001B068
2001B,52242.16667,52242.66667,McCabe,2001B068
2001B,52243.16667,52243.66667,McCabe,2001B068
2001B,52244.16667,52244.45833,Simon,2001B037
2001B,52245.16667,52245.66667,Simon,2001B037
2001B,52245.45833,52245.48611,Rathbun,2001B101
2001B,52245.48611,52245.66667,Simon,2001B037
2001B,52246.16667,52246.66667,Simon,2001B037
2001B,52247.16667,52247.625,Lisse,2001B102
2001B,52248.16667,52248.625,Lisse,2001B102
2001B,52248.625,52248.66667,Rathbun,2001B101
2001B,52249.16667,52249.66667,Lisse,2001B102
2001B,52249.625,52249.66667,Rathbun,2001B101
2001B,52250.16667,52250.66667,Poulet,2001B034
2001B,52251.16667,52251.66667,Haisch,2001B082
2001B,52252.16667,52252.375,Weaver,2001B043
2001B,52252.375,52252.66667,Haisch,2001B082
2001B,52253.16667,52253.29861,Weaver,2001B043
2001B,52253.29861,52253.32639,Rathbun,2001B101
2001B,52253.32639,52253.375,Weaver,2001B043
2001B,52253.375,52253.66667,Haisch,2001B082
2001B,52254.16667,52254.375,Weaver,2001B043
2001B,52254.375,52254.66667,Poulet,2001B034
2001B,52255.08333,52255.33333,Mumma,2001B066
2001B,52255.33333,52255.66667,Bauer,2001B092
2001B,52256.08333,52256.33333,Mumma,2001B066
2001B,52256.33333,52256.66667,Bauer,2001B092
2001B,52257.16667,52257.33333,Myers,2001B013
2001B,52257.33333,52257.45833,Harris,2001B029
2001B,52258.16667,52258.25,Myers,2001B013
2001B,52258.25,52258.375,Harris,2001B029
2001B,52258.375,52258.66667,Myers,2001B013
2001B,52258.45833,52258.66667,Myers,2001B013
2001B,52259.16667,52259.29167,Harris,2001B029
2001B,52259.29167,52259.66667,Myers,2001B013
2001B,52260.16667,52260.29167,Harris,2001B029
2001B,52260.29167,52260.66667,Myers,2001B013
2001B,52261.16667,52261.27083,Osip,2001B064
2001B,52261.27083,52261.375,Harris,2001B029
2001B,52261.375,52261.66667,Osip,2001B064
2001B,52262.16667,52262.375,Osip,2001B064
2001B,52262.375,52262.66667,Myers,2001B013
2001B,52263.16667,52263.29167,Harris,2001B029
2001B,52263.29167,52263.66667,Myers,2001B013
2001B,52264.16667,52264.66667,Forrest,2001B050
2001B,52265.16667,52265.66667,Forrest,2001B050
2001B,52266.16667,52266.66667,Forrest,2001B050
2001B,52269.16667,52269.66667,Walter,2001B084
2001B,52270.16667,52270.66667,Walter,2001B084
2001B,52271.16667,52271.58333,Walter,2001B084
2001B,52272.16667,52272.58333,Walter,2001B084
2001B,52272.58333,52272.60417,Rathbun,2001B101
2001B,52272.60417,52272.66667,Walter,2001B084
2001B,52273.16667,52273.66667,Schultz,2001B056
2001B,52273.58333,52273.60417,Rathbun,2001B101
2001B,52273.60417,52273.66667,Walter,2001B084
2001B,52275.16667,52275.66667,Beck,2001B032
2001B,52276.16667,52276.66667,Greene,2001B093
2001B,52277.16667,52277.66667,Greene,2001B093
2001B,52278.16667,52278.66667,Greene,2001B093
2001B,52279.16667,52279.58333,Chanover,2001B017
2001B,52280.16667,52280.58333,Chanover,2001B017
2001B,52280.58333,52280.625,Orton,2001B001
2001B,52280.625,52280.66667,Chanover,2001B017
2001B,52281,52281.16667,Novak,2001B033
2001B,52281.16667,52281.66667,Chanover,2001B017
2001B,52281.58333,52281.625,Orton,2001B001
2001B,52281.625,52281.66667,Chanover,2001B017
2001B,52282,52282.16667,Novak,2001B033
2001B,52282.16667,52282.66667,Chanover,2001B017
2001B,52283,52283.16667,Novak,2001B033
2001B,52283.16667,52283.35417,Engineering,2001B999
2001B,52283.35417,52283.52083,Rathbun,2001B101
2001B,52284,52284.16667,Novak,2001B033
2001B,52284.16667,52284.66667,Engineering,2001B999
2001B,52284.52083,52284.66667,Engineering,2001B999
2001B,52285,52285.16667,Novak,2001B033
2001B,52285.16667,52285.66667,Binzel,2001B028
2001B,52286.16667,52286.66667,Binzel,2001B028
2001B,52287.16667,52287.41597,Binzel,2001B028
2001B,52287.41597,52287.66667,Marion,2001B067
2001B,52288.16667,52288.66667,Sitko,2001B004
2001B,52289.16667,52289.66667,Sitko,2001B004
2001B,52290.16667,52290.66667,Sitko,2001B004
2001B,52291.16667,52291.66667,Tokunaga,2001B087
2001B,52292.16667,52292.35417,Rathbun,2001B101
2001B,52292.35417,52292.66667,Tokunaga,2001B087
2001B,52293.16667,52293.66667,Tokunaga,2001B087
2001B,52294.16667,52294.66667,Stockton,2001B003
2001B,52295.16667,52295.39583,Stockton,2001B003
2001B,52295.39583,52295.41597,Orton,2001B001
2001B,52295.41597,52295.66667,Stockton,2001B003
2001B,52296.16667,52296.66667,Stockton,2001B027
2001B,52298.16667,52298.66667,Engineering,2001B999
2001B,52299.16667,52299.66667,Conrath,2001B039
2001B,52300.16667,52300.66667,Conrath,2001B039
2001B,52301.16667,52301.66667,Conrath,2001B039
2001B,52302.16667,52302.66667,Conrath,2001B039
2001B,52303.16667,52303.66667,Connerney,2001B006
2001B,52304.16667,52304.54167,Connerney,2001B006
2001B,52305.16667,52305.66667,Connerney,2001B006
2001B,52305.54167,52305.5625,Orton,2001B001
2001B,52305.5625,52305.66667,Connerney,2001B006
2002A,52306.16667,52306.66667,Rettig,2002A068
2002A,52307.16667,52307.66667,Connerney,2002A013
2002A,52308.16667,52308.20833,Rettig,2002A068
2002A,52309.16667,52309.66667,Rettig,2002A068
2002A,52310.16667,52310.66667,Rettig,2002A068
2002A,52311.16667,52311.5,Orton,2002A031
2002A,52312.16667,52312.5,Orton,2002A031
2002A,52312.5,52312.66667,Tedesco,2002A061
2002A,52312.5,52312.66667,Bus,2002A067
2002A,52313.16667,52313.5,Orton,2002A031
2002A,52313.5,52313.66667,Tedesco,2002A061
2002A,52313.5,52313.66667,Bus,2002A067
2002A,52314.16667,52314.5,Orton,2002A031
2002A,52314.5,52314.66667,Tedesco,2002A061
2002A,52314.5,52314.66667,Bus,2002A067
2002A,52315.16667,52315.39583,Rathbun,2002A077
2002A,52315.39583,52315.5,Orton,2002A031
2002A,52315.5,52315.66667,Tedesco,2002A061
2002A,52315.5,52315.66667,Bus,2002A067
2002A,52316.16667,52316.5,Orton,2002A031
2002A,52316.5,52316.66667,Tedesco,2002A061
2002A,52316.5,52316.66667,Bus,2002A067
2002A,52317.16667,52317.5,Orton,2002A031
2002A,52317.5,52317.66667,Tedesco,2002A061
2002A,52317.5,52317.66667,Bus,2002A067
2002A,52318.16667,52318.41597,Tedesco,2002A061
2002A,52318.16667,52318.41597,Bus,2002A067
2002A,52318.41597,52318.66667,Harris,2002A025
2002A,52318.5,52318.66667,Tedesco,2002A061
2002A,52318.5,52318.66667,Bus,2002A067
2002A,52319.16667,52319.41597,Jones,2002A037
2002A,52319.41597,52319.66667,Stockton,2002A007
2002A,52320.16667,52320.41597,Jones,2002A037
2002A,52320.41597,52320.66667,Stockton,2002A007
2002A,52321.16667,52321.41597,Jones,2002A037
2002A,52321.41597,52321.66667,Stockton,2002A007
2002A,52322.16667,52322.25,Stockton,2002A007
2002A,52322.25,52322.45833,Rathbun,2002A077
2002A,52323.16667,52323.66667,Stockton,2002A007
2002A,52323.45833,52323.66667,Stockton,2002A007
2002A,52324.16667,52324.66667,Reid,2002A033
2002A,52325.16667,52325.66667,Reid,2002A033
2002A,52326.16667,52326.1875,Orton,2002A050
2002A,52326.1875,52326.66667,Reid,2002A033
2002A,52327.16667,52327.41597,Wooden,2002A074
2002A,52327.41597,52327.79167,Woodward,2002A021
2002A,52328.16667,52328.41597,Wooden,2002A074
2002A,52328.41597,52328.79167,Woodward,2002A021
2002A,52329.16667,52329.41597,Wooden,2002A074
2002A,52329.41597,52329.79167,Woodward,2002A021
2002A,52330.16667,52330.66667,Engineering,2002A999
2002A,52331.16667,52331.66667,Engineering,2002A999
2002A,52332.16667,52332.20833,Engineering,2002A999
2002A,52332.20833,52332.22917,Orton,2002A050
2002A,52332.22917,52332.66667,Engineering,2002A999
2002A,52332.41597,52332.66667,Abell,2002A019
2002A,52332.41597,52332.66667,Abell,2002A019
2002A,52335.16667,52335.66667,Abell,2002A019
2002A,52336.16667,52336.41597,Miller,2002A008
2002A,52336.41597,52336.66667,Abell,2002A019
2002A,52337.16667,52337.41597,Miller,2002A008
2002A,52337.41597,52337.66667,Bus,2002A066
2002A,52338.16667,52338.28472,Miller,2002A008
2002A,52338.28472,52338.3125,Rathbun,2002A077
2002A,52338.3125,52338.41597,Miller,2002A008
2002A,52338.41597,52338.66667,Bus,2002A066
2002A,52339.16667,52339.66667,Emery,2002A010
2002A,52340.08333,52340.16667,Klassen,2002A070
2002A,52340.16667,52340.33333,Marion,2002A026
2002A,52340.33333,52340.66667,Emery,2002A010
2002A,52341.08333,52341.16667,Klassen,2002A070
2002A,52341.16667,52341.33333,Marion,2002A026
2002A,52341.33333,52341.66667,Emery,2002A010
2002A,52342.08333,52342.16667,Klassen,2002A070
2002A,52342.16667,52342.41597,Connerney,2002A013
2002A,52342.41597,52342.66667,Emery,2002A010
2002A,52343.08333,52343.16667,Klassen,2002A070
2002A,52343.16667,52343.41597,Connerney,2002A013
2002A,52343.41597,52343.66667,Emery,2002A010
2002A,52344.08333,52344.16667,Klassen,2002A070
2002A,52344.16667,52344.41597,Connerney,2002A013
2002A,52345.16667,52345.36111,Connerney,2002A013
2002A,52345.36111,52345.38889,Rathbun,2002A077
2002A,52345.38889,52345.41597,Connerney,2002A013
2002A,52346.16667,52346.375,Connerney,2002A013
2002A,52346.375,52346.41597,Orton,2002A050
2002A,52347.13194,52347.15972,Rathbun,2002A077
2002A,52347.16667,52347.66667,Binzel,2002A014
2002A,52348.16667,52348.66667,Binzel,2002A014
2002A,52349.16667,52349.66667,Howell,2002A058
2002A,52350.16667,52350.66667,Howell,2002A058
2002A,52351.16667,52351.66667,Rivkin,2002A043
2002A,52352.16667,52352.66667,Rivkin,2002A043
2002A,52353.16667,52353.66667,Rivkin,2002A043
2002A,52354.16667,52354.20833,Hardersen,2002A001
2002A,52354.20833,52354.23611,Rathbun,2002A077
2002A,52354.23611,52354.66667,Hardersen,2002A001
2002A,52354.75,52354.08333,Mumma,2002A998
2002A,52355.16667,52355.66667,Hardersen,2002A001
2002A,52355.75,52355.08333,Mumma,2002A998
2002A,52356.16667,52356.66667,Hardersen,2002A001
2002A,52357.16667,52357.66667,Hardersen,2002A001
2002A,52358.16667,52358.66667,Wills,2002A080
2002A,52358.75,52358.08333,Mumma,2002A998
2002A,52359.16667,52359.66667,Wills,2002A080
2002A,52359.75,52359.08333,Mumma,2002A998
2002A,52360.16667,52360.66667,Wills,2002A080
2002A,52360.75,52360.08333,Mumma,2002A998
2002A,52361.16667,52361.29167,Imanishi,2002A003
2002A,52361.29167,52361.31944,Rathbun,2002A077
2002A,52361.31944,52361.66667,Imanishi,2002A003
2002A,52362.16667,52362.66667,Imanishi,2002A003
2002A,52363.95833,52363.14583,Rathbun,2002A077
2002A,52367.16667,52367.66667,Chanover,2002A069
2002A,52368.16667,52368.66667,Chanover,2002A069
2002A,52369.16667,52369.66667,Martin,2002A078
2002A,52370.13889,52370.16667,Rathbun,2002A077
2002A,52370.16667,52370.66667,Harrison,2002A009
2002A,52371.16667,52371.66667,Harrison,2002A009
2002A,52372.16667,52372.66667,Abell,2002A019
2002A,52373.16667,52373.66667,Abell,2002A019
2002A,52374.16667,52374.66667,Alonso-Herrero,2002A018
2002A,52374.66667,52374.04167,Mumma,2002A998
2002A,52375.16667,52375.66667,Alonso-Herrero,2002A018
2002A,52375.66667,52375.04167,Mumma,2002A998
2002A,52376.16667,52376.66667,Alonso-Herrero,2002A018
2002A,52376.66667,52376.04167,Mumma,2002A998
2002A,52377.16667,52377.22222,Binzel,2002A014
2002A,52377.22222,52377.25,Rathbun,2002A077
2002A,52377.25,52377.66667,Binzel,2002A014
2002A,52377.66667,52377.04167,Mumma,2002A998
2002A,52378.16667,52378.66667,Binzel,2002A014
2002A,52379.16667,52379.66667,Gregg,2002A024
2002A,52380.16667,52380.66667,Gregg,2002A024
2002A,52381.16667,52381.66667,Gregg,2002A024
2002A,52382.16667,52382.66667,Gregg,2002A024
2002A,52383.16667,52383.66667,Rodriguez-Ardila,2002A034
2002A,52384.16667,52384.66667,Rodriguez-Ardila,2002A034
2002A,52385.16667,52385.66667,Rodriguez-Ardila,2002A034
2002A,52386.16667,52386.66667,Rodriguez-Ardila,2002A035
2002A,52387.16667,52387.66667,Rodriguez-Ardila,2002A035
2002A,52388.16667,52388.66667,Rodriguez-Ardila,2002A035
2002A,52389.16667,52389.66667,Sheppard,2002A087
2002A,52390.16667,52390.66667,Sheppard,2002A087
2002A,52391.16667,52391.66667,Sheppard,2002A087
2002A,52392.16667,52392.66667,Sheppard,2002A087
2002A,52393.15972,52393.1875,Rathbun,2002A077
2002A,52393.1875,52393.66667,Joseph,2002A051
2002A,52394.16667,52394.66667,Joseph,2002A051
2002A,52395.16667,52395.66667,Joseph,2002A051
2002A,52396.16667,52396.66667,Rothberg,2002A064
2002A,52396.70833,52396,Sprague,2002A006
2002A,52397.16667,52397.66667,Rothberg,2002A064
2002A,52397.70833,52397,Sprague,2002A006
2002A,52398.16667,52398.66667,Howell,2002A058
2002A,52398.70833,52398,Sprague,2002A006
2002A,52399.16667,52399.66667,Howell,2002A058
2002A,52399.70833,52399,Sprague,2002A006
2002A,52400.16667,52400.41597,Binzel,2002A014
2002A,52400.41597,52400.66667,Cotera,2002A045
2002A,52401.16667,52401.41597,Binzel,2002A014
2002A,52401.41597,52401.66667,Cotera,2002A045
2002A,52402.16667,52402.41597,Marion,2002A026
2002A,52402.41597,52402.66667,Pizagno,2002A083
2002A,52403.16667,52403.41597,Marion,2002A026
2002A,52403.41597,52403.66667,Pizagno,2002A083
2002A,52404.16667,52404.66667,Turnshek,2002A040
2002A,52405.16667,52405.66667,Turnshek,2002A040
2002A,52406.16667,52406.66667,Turnshek,2002A040
2002A,52407.16667,52407.1875,Orton,2002A050
2002A,52407.1875,52407.66667,Turnshek,2002A040
2002A,52408.16667,52408.66667,Tokunaga,2002A012
2002A,52409.16667,52409.66667,Tokunaga,2002A012
2002A,52410.16667,52410.66667,Marsh,2002A057
2002A,52411.16667,52411.66667,Marsh,2002A057
2002A,52412.16667,52412.66667,Barsony,2002A071
2002A,52413.16667,52413.66667,Barsony,2002A071
2002A,52414.16667,52414.66667,Barsony,2002A071
2002A,52415.16667,52415.66667,Engineering,2002A999
2002A,52416.16667,52416.66667,Engineering,2002A999
2002A,52417.16667,52417.66667,Engineering,2002A999
2002A,52418.16667,52418.66667,Engineering,2002A999
2002A,52419.16667,52419.66667,Beck,2002A020
2002A,52420.16667,52420.66667,Beck,2002A020
2002A,52421.16667,52421.66667,Rayner,2002A016
2002A,52422.16667,52422.66667,Rayner,2002A016
2002A,52423.16667,52423.66667,Rayner,2002A016
2002A,52424.16667,52424.41597,Bus,2002A066
2002A,52424.41597,52424.66667,O'linger,2002A073
2002A,52425.16667,52425.41597,Bus,2002A066
2002A,52425.91667,52425.125,Rathbun,2002A077
2002A,52426.16667,52426.41597,Bus,2002A066
2002A,52426.41597,52426.66667,O'linger,2002A073
2002A,52427.16667,52427.41597,Tedesco,2002A061
2002A,52427.16667,52427.41597,Bus,2002A067
2002A,52427.41597,52427.66667,O'linger,2002A073
2002A,52428.16667,52428.41597,Tedesco,2002A061
2002A,52428.16667,52428.41597,Bus,2002A067
2002A,52428.375,52428.66667,Eikenberry,2002A046
2002A,52429.16667,52429.375,Harris,2002A025
2002A,52429.375,52429.66667,Eikenberry,2002A046
2002A,52430.16667,52430.41597,Tedesco,2002A061
2002A,52430.16667,52430.41597,Bus,2002A067
2002A,52430.375,52430.66667,De,2002A060
2002A,52431.16667,52431.41597,Tedesco,2002A061
